Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Status
301036-purple,301036 Purple - Purple,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Purple</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi Stitched</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work with Lace Work|| Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Purple, Embroidery Sequence Work, Georgette, Semi Stitched, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301036_Purple,500,shopify,deny,manual,2195,,TRUE,TRUE,,,,301036 Purple - Purple,FALSE,301036 Purple - Purple,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Purple
Work: Embroidery Sequence Work
Pattern:",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301037-coffe,301037 Coffe - Coffee,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Rangoli Silk</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Rangoli Silk</li>
<li><strong>Color:</strong> Coffee</li>
<li><strong>Work:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Pattern:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Neck:</strong> V Neck</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi Stitched</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Rangoli Silk|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Rangoli Silk || Top Work: Embroidery Chain Stitch Work|| Bottom Work: Plain || Dupatta Work: Embroidery Chain Stitch Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Coffee, Embroidery Chain Stitch Work, Rangoli Silk, Semi Stitched, 3/4 Sleeve, V Neck, 3-Piece Set",TRUE,Size,Free Size,301037_Coffe,500,shopify,deny,manual,2195,,TRUE,TRUE,,,,301037 Coffe - Coffee,FALSE,301037 Coffe - Coffee,"
Product Details

Top Fabric: Rangoli Silk
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Rangoli Silk
Color: Coffee
Work: Embroidery Chain Stitch Wor",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301038-black,301038 Black - Black,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Black</li>
<li><strong>Work:</strong> Embroidery Ribbon Work</li>
<li><strong>Pattern:</strong> Embroidery Ribbon Work</li>
<li><strong>Neck:</strong> Square Neck</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi Stitched</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Ribbon Work|| Bottom Work: Plain || Dupatta Work: Embroidery Ribbon Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Black, Embroidery Ribbon Work, Georgette, Semi Stitched, 3/4 Sleeve, Square Neck, 3-Piece Set",TRUE,Size,Free Size,301038_Black,500,shopify,deny,manual,2195,,TRUE,TRUE,,,,301038 Black - Black,FALSE,301038 Black - Black,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Black
Work: Embroidery Ribbon Work
Pattern: Em",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301039-pink,301039 Pink - Pink,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Rangoli Silk</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Rangoli Silk</li>
<li><strong>Color:</strong> Pink</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> V Neck</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi Stitched</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Rangoli SIlk|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Rangoli Silk || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Pink, Embroidery Sequence Work, Rangoli Silk, Semi Stitched, 3/4 Sleeve, V Neck, 3-Piece Set",TRUE,Size,Free Size,301039_Pink,500,shopify,deny,manual,2195,,TRUE,TRUE,,,,301039 Pink - Pink,FALSE,301039 Pink - Pink,"
Product Details

Top Fabric: Rangoli Silk
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Rangoli Silk
Color: Pink
Work: Embroidery Sequence Work
Patt",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301040-purple,301040 Purple - Purple,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Georgette</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Georgette</li>
<li><strong>Color:</strong> Purple</li>
<li><strong>Work:</strong> Embroidery Sequence Work</li>
<li><strong>Pattern:</strong> Embroidery Sequence Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi Stitched</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Georgette|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Georgette || Top Work: Embroidery Sequence Work|| Bottom Work: Plain || Dupatta Work: Embroidery Sequence Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Purple, Embroidery Sequence Work, Georgette, Semi Stitched, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301040_Purple,500,shopify,deny,manual,2495,,TRUE,TRUE,,,,301040 Purple - Purple,FALSE,301040 Purple - Purple,"
Product Details

Top Fabric: Georgette
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Georgette
Color: Purple
Work: Embroidery Sequence Work
Pattern:",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301041-foil,301041 Foil - Purple,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Satin</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Nazneen</li>
<li><strong>Color:</strong> Purple</li>
<li><strong>Work:</strong> Printed Foil Work</li>
<li><strong>Pattern:</strong> Printed Foil Work</li>
<li><strong>Neck:</strong> V Neck</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi Stitched</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Satin Silk || Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Nazneen || Top Work: Printed Foil Work|| Bottom Work: Plain || Dupatta Work: Lace Border|| Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Purple, Printed Foil Work, Satin, Semi Stitched, 3/4 Sleeve, V Neck, 3-Piece Set",TRUE,Size,Free Size,301041_Foil,500,shopify,deny,manual,2095,,TRUE,TRUE,,,,301041 Foil - Purple,FALSE,301041 Foil - Purple,"
Product Details

Top Fabric: Satin
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Nazneen
Color: Purple
Work: Printed Foil Work
Pattern: Printed Foil",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301042-maroon,301042 Maroon - Maroon,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Rangoli Silk</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Rangoli Silk</li>
<li><strong>Color:</strong> Maroon</li>
<li><strong>Work:</strong> Embroidery Ribbon Work</li>
<li><strong>Pattern:</strong> Embroidery Ribbon Work</li>
<li><strong>Neck:</strong> V Neck</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi Stitched</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Rangoli Silk|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Rangoli Silk || Top Work: Embroidery Ribbon Work|| Bottom Work: Plain || Dupatta Work: Embroidery Ribbon Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Maroon, Embroidery Ribbon Work, Rangoli Silk, Semi Stitched, 3/4 Sleeve, V Neck, 3-Piece Set",TRUE,Size,Free Size,301042_Maroon,500,shopify,deny,manual,2095,,TRUE,TRUE,,,,301042 Maroon - Maroon,FALSE,301042 Maroon - Maroon,"
Product Details

Top Fabric: Rangoli Silk
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Rangoli Silk
Color: Maroon
Work: Embroidery Ribbon Work
Patt",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301043-coffe-print,301043 Coffe Print - Coffee,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Chinon Silk</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Nazneen</li>
<li><strong>Color:</strong> Coffee</li>
<li><strong>Work:</strong> Printed Work</li>
<li><strong>Pattern:</strong> Printed Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi Stitched</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Chinon|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Nazneen || Top Work: Printed Work|| Bottom Work: Plain || Dupatta Work: Lace Border || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Coffee, Printed Work, Chinon Silk, Semi Stitched, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301043_Coffe_Print,500,shopify,deny,manual,1595,,TRUE,TRUE,,,,301043 Coffe Print - Coffee,FALSE,301043 Coffe Print - Coffee,"
Product Details

Top Fabric: Chinon Silk
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Nazneen
Color: Coffee
Work: Printed Work
Pattern: Printed Wor",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301044-purple-print,301044 Purple Print - Purple,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Chinon Silk</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Nazneen</li>
<li><strong>Color:</strong> Purple</li>
<li><strong>Work:</strong> Printed Work</li>
<li><strong>Pattern:</strong> Printed Work</li>
<li><strong>Neck:</strong> V Neck</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi Stitched</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Chinon|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Nazneen || Top Work: Printed Work|| Bottom Work: Plain || Dupatta Work: Lace Border || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Purple, Printed Work, Chinon Silk, Semi Stitched, 3/4 Sleeve, V Neck, 3-Piece Set",TRUE,Size,Free Size,301044_Purple_Print,500,shopify,deny,manual,1695,,TRUE,TRUE,,,,301044 Purple Print - Purple,FALSE,301044 Purple Print - Purple,"
Product Details

Top Fabric: Chinon Silk
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Nazneen
Color: Purple
Work: Printed Work
Pattern: Printed Wor",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301045-rama,301045 Rama - Rama,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Rangoli Silk</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Rangoli Silk</li>
<li><strong>Color:</strong> Rama</li>
<li><strong>Work:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Pattern:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi Stitched</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Rangoli Silk|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Rangoli Silk || Top Work: Embroidery Chain Stich Work|| Bottom Work: Plain || Dupatta Work: Embroidery Chain Stich Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Rama, Embroidery Chain Stitch Work, Rangoli Silk, Semi Stitched, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301045_Rama,500,shopify,deny,manual,1795,,TRUE,TRUE,,,,301045 Rama - Rama,FALSE,301045 Rama - Rama,"
Product Details

Top Fabric: Rangoli Silk
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Rangoli Silk
Color: Rama
Work: Embroidery Chain Stitch Work
",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301046-r,301046 R - Purple,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Rangoli Silk</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Rangoli Silk</li>
<li><strong>Color:</strong> Purple</li>
<li><strong>Work:</strong> Embroidery Beads Work</li>
<li><strong>Pattern:</strong> Embroidery Beads Work</li>
<li><strong>Neck:</strong> V Neck</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi Stitched</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Rangoli Silk|| Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Rangoli Silk || Top Work: Embroidery Beads Work|| Bottom Work: Plain || Dupatta Work: Embroidery Beads Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Purple, Embroidery Beads Work, Rangoli Silk, Semi Stitched, 3/4 Sleeve, V Neck, 3-Piece Set",TRUE,Size,Free Size,301046_R,500,shopify,deny,manual,2195,,TRUE,TRUE,,,,301046 R - Purple,FALSE,301046 R - Purple,"
Product Details

Top Fabric: Rangoli Silk
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Rangoli Silk
Color: Purple
Work: Embroidery Beads Work
Patte",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
301047-purple,301047 Purple - Purple,"<div class=""product-description"">
<h3>Product Details</h3>
<ul>
<li><strong>Top Fabric:</strong> Rangoli Silk</li>
<li><strong>Inner Fabric:</strong> Crepe</li>
<li><strong>Bottom Fabric:</strong> Crepe</li>
<li><strong>Dupatta Fabric:</strong> Rangoli Silk</li>
<li><strong>Color:</strong> Purple</li>
<li><strong>Work:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Pattern:</strong> Embroidery Chain Stitch Work</li>
<li><strong>Neck:</strong> Round</li>
<li><strong>Sleeve:</strong> 3/4 Sleeve</li>
<li><strong>Sleeve Length:</strong> 16 Inch</li>
</ul>

<h3>Fabric & Sizing</h3>
<ul>
<li><strong>Top Length:</strong> 57 Inch</li>
<li><strong>Bottom Length:</strong> 2 Mtr</li>
<li><strong>Dupatta Length:</strong> 2.2Mtr</li>
<li><strong>Bust:</strong> 42</li>
<li><strong>Waist:</strong> 44</li>
<li><strong>Stitching:</strong> Semi Stitched</li>
</ul>

<h3>Care & Delivery</h3>
<ul>
<li>Dry clean recommended</li>
<li>Store in a cool, dry place</li>
<li>Delivery within 5-7 business days</li>
</ul>

<p class=""additional-info"">Anarkali Dress Fabric: Rangoli Silk || Inner Fabric: Crepe || Bottom Fabric: Crepe|| Dupatta Fabric: Rangoli Silk || Top Work: Embroidery Chain Stich Work|| Bottom Work: Plain || Dupatta Work: Embroidery Chain Stich Work || Top Length: 54 Inches || Bottom Size : 2 mtr (Unstitched) || Dupatta Length: 2.2 mtr</p>
</div>",Avetsam,Apparel & Accessories > Clothing > Dresses,Anarkali,"Anarkali, Purple, Embroidery Chain Stitch Work, Rangoli Silk, Semi Stitched, 3/4 Sleeve, Round, 3-Piece Set",TRUE,Size,Free Size,301047_Purple,500,shopify,deny,manual,1695,,TRUE,TRUE,,,,301047 Purple - Purple,FALSE,301047 Purple - Purple,"
Product Details

Top Fabric: Rangoli Silk
Inner Fabric: Crepe
Bottom Fabric: Crepe
Dupatta Fabric: Rangoli Silk
Color: Purple
Work: Embroidery Chain Stitch Wor",Apparel & Accessories > Clothing > Dresses,Female,Adult,,new,FALSE,,,,,,,kg,,,TRUE,active
